action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0068,AGE034,validate,14,4.3,In Review
ACT0069,AGE004,validate,17,2.7,In Review
ACT0070,AGE010,monitor,41,21.7,Ready
ACT0071,AGE025,escalate,5,15.7,Proposed
ACT0072,AGE004,escalate,35,18.6,Complete
ACT0073,AGE032,monitor,6,5.4,Complete
ACT0074,AGE003,prioritize,21,15.7,Ready
ACT0075,AGE005,escalate,20,14.9,In Review
ACT0076,AGE024,escalate,20,23.9,Ready
ACT0077,AGE013,monitor,10,3.8,In Review
ACT0078,AGE013,automate,43,21.7,Complete
ACT0079,AGE016,monitor,40,14.6,In Review
ACT0080,AGE006,prioritize,9,15.2,Complete
ACT0081,AGE015,monitor,12,3.0,In Review
ACT0082,AGE008,escalate,23,6.9,Complete
ACT0083,AGE005,escalate,42,2.9,Ready
ACT0084,AGE012,document,34,6.4,In Review
ACT0085,AGE006,automate,13,23.1,Complete
ACT0086,AGE035,validate,18,12.6,Ready
ACT0087,AGE009,monitor,42,23.6,Complete
ACT0088,AGE036,validate,19,8.9,In Review
ACT0089,AGE036,document,30,4.2,Proposed
ACT0090,AGE028,escalate,22,8.4,In Review
ACT0091,AGE033,validate,17,23.3,Proposed
ACT0092,AGE003,validate,44,19.7,In Review
ACT0093,AGE006,automate,40,16.4,Complete
ACT0094,AGE002,prioritize,8,4.3,In Review
ACT0095,AGE029,document,34,23.7,Complete
ACT0096,AGE018,document,10,6.3,Complete
ACT0097,AGE001,document,2,12.2,Proposed
ACT0098,AGE005,validate,13,14.7,Complete
ACT0099,AGE028,monitor,32,22.0,Ready
ACT0100,AGE036,validate,13,12.2,In Review
ACT0101,AGE035,prioritize,29,13.2,Ready
ACT0102,AGE024,validate,17,22.9,Complete
ACT0103,AGE036,prioritize,10,22.4,Proposed
ACT0104,AGE018,automate,7,5.9,Ready
ACT0105,AGE036,prioritize,34,3.5,In Review
ACT0106,AGE031,automate,38,11.9,In Review
ACT0107,AGE001,validate,6,9.0,Ready
ACT0108,AGE036,document,27,6.4,Ready
ACT0109,AGE006,validate,25,12.4,Proposed
ACT0110,AGE001,escalate,37,2.3,Complete
ACT0111,AGE035,prioritize,13,8.4,Ready
ACT0112,AGE024,escalate,19,7.4,Ready
ACT0113,AGE014,monitor,37,22.7,In Review
ACT0114,AGE004,monitor,29,20.4,In Review
ACT0115,AGE033,escalate,32,20.4,In Review
ACT0116,AGE011,monitor,19,2.3,In Review
ACT0117,AGE021,validate,20,23.2,Proposed
ACT0118,AGE033,validate,23,12.3,Complete
ACT0119,AGE023,document,13,19.7,Proposed
ACT0120,AGE008,automate,24,18.2,Proposed
ACT0121,AGE029,document,39,4.3,Complete
ACT0122,AGE005,document,5,13.9,Complete
ACT0123,AGE023,validate,26,16.3,Proposed
ACT0124,AGE025,document,37,8.7,Ready
ACT0125,AGE036,document,31,8.6,Complete
ACT0126,AGE032,monitor,6,9.7,Ready
ACT0127,AGE011,document,16,14.1,In Review
ACT0128,AGE035,escalate,5,10.5,Proposed
ACT0129,AGE022,validate,12,2.0,Complete
ACT0130,AGE035,automate,7,19.8,Proposed
ACT0131,AGE036,automate,14,21.0,In Review
ACT0132,AGE001,monitor,21,4.4,Proposed
ACT0133,AGE036,monitor,11,16.7,In Review
ACT0134,AGE025,prioritize,30,14.5,Proposed
ACT0135,AGE001,prioritize,6,4.6,Proposed
ACT0136,AGE002,document,26,7.7,In Review
ACT0137,AGE023,automate,7,13.7,In Review
ACT0138,AGE001,monitor,11,7.7,In Review
ACT0139,AGE027,document,15,23.5,Complete
ACT0140,AGE022,monitor,35,5.2,In Review
ACT0141,AGE010,automate,37,16.3,In Review
ACT0142,AGE023,document,18,6.7,Complete
ACT0143,AGE025,document,40,21.6,Ready
ACT0144,AGE006,prioritize,16,11.4,Proposed
ACT0145,AGE020,automate,6,15.2,In Review
ACT0146,AGE027,validate,26,3.9,Ready
ACT0147,AGE002,monitor,18,11.1,Complete
ACT0148,AGE032,escalate,4,17.0,Ready
ACT0149,AGE007,document,33,10.0,Complete
ACT0150,AGE005,monitor,10,6.3,Proposed
ACT0151,AGE034,document,6,9.1,Proposed
ACT0152,AGE014,escalate,22,12.8,Complete
ACT0153,AGE005,escalate,35,8.0,Complete
ACT0154,AGE018,automate,20,15.3,Ready
ACT0155,AGE020,monitor,19,4.0,Proposed
ACT0156,AGE028,escalate,38,6.8,Proposed
ACT0157,AGE023,validate,36,3.8,In Review
ACT0158,AGE009,monitor,36,5.6,In Review
ACT0159,AGE002,escalate,39,8.9,Complete
ACT0160,AGE024,escalate,42,22.2,Complete
ACT0161,AGE006,automate,11,11.9,Proposed
ACT0162,AGE012,automate,21,4.0,Complete
ACT0163,AGE009,automate,26,4.2,In Review
ACT0164,AGE025,monitor,4,22.7,In Review
ACT0165,AGE009,validate,20,12.9,Proposed
ACT0166,AGE013,document,17,19.2,Ready
ACT0167,AGE016,monitor,12,16.2,In Review
ACT0168,AGE020,automate,24,5.9,Ready
ACT0169,AGE015,monitor,39,5.4,Proposed
ACT0170,AGE031,validate,7,22.8,Proposed
ACT0171,AGE009,validate,33,10.6,Complete
ACT0172,AGE035,validate,25,3.3,In Review
ACT0173,AGE031,escalate,22,13.0,Ready
ACT0174,AGE026,document,25,7.9,In Review
ACT0175,AGE001,monitor,15,12.6,Proposed
ACT0176,AGE034,document,6,17.6,In Review
ACT0177,AGE008,automate,40,9.1,Proposed
ACT0178,AGE012,validate,11,5.4,Proposed
ACT0179,AGE013,prioritize,12,14.2,In Review
ACT0180,AGE031,document,16,21.7,Proposed
ACT0181,AGE014,validate,42,13.7,In Review
ACT0182,AGE011,automate,22,8.5,Proposed
ACT0183,AGE019,monitor,6,22.1,Ready
ACT0184,AGE001,automate,35,16.6,Proposed
ACT0185,AGE003,monitor,31,6.9,In Review
ACT0186,AGE018,escalate,16,4.0,Complete
ACT0187,AGE014,escalate,40,17.0,Ready
ACT0188,AGE007,automate,16,19.8,Proposed
ACT0189,AGE031,escalate,15,13.1,Ready
ACT0190,AGE023,monitor,44,5.8,In Review
ACT0191,AGE014,prioritize,17,14.6,Complete
ACT0192,AGE031,escalate,13,13.4,In Review
ACT0193,AGE025,document,27,10.2,Proposed
ACT0194,AGE032,escalate,25,14.8,Complete
ACT0195,AGE013,validate,22,7.0,Proposed
ACT0196,AGE018,monitor,27,22.7,Ready
ACT0197,AGE036,automate,38,7.8,Ready
ACT0198,AGE019,escalate,21,9.2,Ready
ACT0199,AGE026,validate,43,9.4,Proposed
ACT0200,AGE028,prioritize,4,11.6,Proposed
ACT0201,AGE013,automate,17,3.3,Complete
ACT0202,AGE029,monitor,2,9.6,Ready
ACT0203,AGE019,monitor,15,2.1,Proposed
ACT0204,AGE029,document,16,18.7,Proposed
ACT0205,AGE030,automate,35,16.5,Ready
ACT0206,AGE006,validate,13,5.3,Ready
ACT0207,AGE028,monitor,21,3.2,Complete
ACT0208,AGE032,document,43,12.8,Ready
ACT0209,AGE022,escalate,15,11.4,Complete
ACT0210,AGE021,validate,33,17.2,Proposed
ACT0211,AGE003,escalate,15,6.4,In Review
ACT0212,AGE031,monitor,10,11.1,Complete
ACT0213,AGE029,prioritize,4,4.7,Proposed
ACT0214,AGE036,document,39,4.5,Complete
ACT0215,AGE020,prioritize,40,9.8,Ready
ACT0216,AGE022,document,25,17.0,In Review
ACT0217,AGE005,monitor,20,4.0,Proposed
ACT0218,AGE032,prioritize,16,14.5,Complete
ACT0219,AGE031,validate,15,11.8,In Review
ACT0220,AGE001,escalate,17,22.4,Ready
