event_id,event_date,entity_id,event_type,severity,estimated_impact
EV0066,2026-03-07,AGE024,exception,Medium,18047
EV0067,2026-03-08,AGE030,handoff,Medium,20035
EV0068,2026-03-09,AGE003,stakeholder_request,High,39184
EV0069,2026-03-10,AGE016,experiment,Low,7937
EV0070,2026-03-11,AGE021,launch,Medium,42121
EV0071,2026-03-12,AGE007,launch,High,37568
EV0072,2026-03-13,AGE032,experiment,Medium,32059
EV0073,2026-03-14,AGE007,exception,High,26557
EV0074,2026-03-15,AGE034,qa_check,High,32611
EV0075,2026-03-16,AGE030,experiment,Medium,44172
EV0076,2026-03-17,AGE002,qa_check,Medium,5433
EV0077,2026-03-18,AGE017,handoff,Low,13685
EV0078,2026-03-19,AGE028,exception,High,30571
EV0079,2026-03-20,AGE033,stakeholder_request,Medium,35953
EV0080,2026-03-21,AGE024,exception,Medium,26536
EV0081,2026-03-22,AGE029,handoff,Low,46725
EV0082,2026-03-23,AGE021,experiment,Medium,40087
EV0083,2026-03-24,AGE026,launch,Medium,43664
EV0084,2026-03-25,AGE007,exception,High,24242
EV0085,2026-03-26,AGE009,qa_check,High,7588
EV0086,2026-03-27,AGE033,launch,Medium,31500
EV0087,2026-03-28,AGE020,launch,Medium,32931
EV0088,2026-03-29,AGE002,stakeholder_request,Low,49788
EV0089,2026-03-30,AGE009,experiment,Medium,49418
EV0090,2026-03-31,AGE013,exception,Low,47623
EV0091,2026-04-01,AGE018,stakeholder_request,Low,10469
EV0092,2026-04-02,AGE024,stakeholder_request,High,22493
EV0093,2026-04-03,AGE017,exception,Medium,33307
EV0094,2026-04-04,AGE008,stakeholder_request,Low,959
EV0095,2026-04-05,AGE009,exception,Medium,27301
EV0096,2026-04-06,AGE035,launch,Low,41974
EV0097,2026-04-07,AGE022,qa_check,Medium,46513
EV0098,2026-04-08,AGE016,stakeholder_request,Low,37421
EV0099,2026-04-09,AGE031,qa_check,Medium,27476
EV0100,2026-04-10,AGE020,handoff,Medium,30870
EV0101,2026-04-11,AGE005,handoff,Low,45182
EV0102,2026-04-12,AGE012,experiment,Medium,24552
EV0103,2026-04-13,AGE026,qa_check,Medium,5791
EV0104,2026-04-14,AGE009,stakeholder_request,Medium,47056
EV0105,2026-04-15,AGE006,qa_check,Low,12064
EV0106,2026-04-16,AGE017,experiment,Medium,18239
EV0107,2026-04-17,AGE007,qa_check,High,11005
EV0108,2026-04-18,AGE035,experiment,Medium,29363
EV0109,2026-04-19,AGE012,handoff,High,11233
EV0110,2026-04-20,AGE014,exception,High,8438
EV0111,2026-04-21,AGE019,stakeholder_request,Medium,46061
EV0112,2026-04-22,AGE024,handoff,High,6799
EV0113,2026-04-23,AGE016,launch,Medium,36806
EV0114,2026-04-24,AGE019,experiment,High,25389
EV0115,2026-04-25,AGE022,qa_check,High,19804
EV0116,2026-04-26,AGE033,launch,Medium,50266
EV0117,2026-04-27,AGE015,exception,Medium,16160
EV0118,2026-04-28,AGE034,exception,High,39833
EV0119,2026-04-29,AGE030,stakeholder_request,Low,7699
EV0120,2026-04-30,AGE034,exception,High,18277
EV0121,2026-05-01,AGE003,qa_check,High,19153
EV0122,2026-05-02,AGE006,launch,High,17736
EV0123,2026-05-03,AGE033,exception,Medium,49051
EV0124,2026-05-04,AGE012,experiment,Medium,23679
EV0125,2026-05-05,AGE033,exception,High,3842
EV0126,2026-05-06,AGE001,launch,High,26505
EV0127,2026-05-07,AGE021,stakeholder_request,High,47223
EV0128,2026-05-08,AGE030,experiment,Low,24866
EV0129,2026-05-09,AGE036,launch,High,25700
EV0130,2026-05-10,AGE014,stakeholder_request,Low,32203
EV0131,2026-05-11,AGE021,qa_check,Medium,30354
EV0132,2026-05-12,AGE007,experiment,Low,35004
EV0133,2026-05-13,AGE022,launch,Low,34838
EV0134,2026-05-14,AGE004,experiment,Low,5777
EV0135,2026-05-15,AGE013,handoff,High,51580
EV0136,2026-05-16,AGE034,handoff,Medium,22246
EV0137,2026-05-17,AGE010,handoff,Medium,33720
EV0138,2026-05-18,AGE023,handoff,High,29266
EV0139,2026-05-19,AGE031,experiment,High,37751
EV0140,2026-05-20,AGE011,experiment,High,15951
EV0141,2026-01-01,AGE015,stakeholder_request,High,28886
EV0142,2026-01-02,AGE004,experiment,Medium,41528
EV0143,2026-01-03,AGE017,launch,Low,50148
EV0144,2026-01-04,AGE032,stakeholder_request,Medium,6904
EV0145,2026-01-05,AGE009,qa_check,High,34167
EV0146,2026-01-06,AGE030,handoff,Medium,47455
EV0147,2026-01-07,AGE024,stakeholder_request,High,30208
EV0148,2026-01-08,AGE020,launch,Medium,2033
EV0149,2026-01-09,AGE018,stakeholder_request,Low,22406
EV0150,2026-01-10,AGE015,stakeholder_request,Medium,18192
EV0151,2026-01-11,AGE034,exception,Low,8734
EV0152,2026-01-12,AGE009,experiment,Low,27630
EV0153,2026-01-13,AGE013,launch,High,31675
EV0154,2026-01-14,AGE011,qa_check,Low,48856
EV0155,2026-01-15,AGE022,exception,Low,6122
EV0156,2026-01-16,AGE026,experiment,Medium,29567
EV0157,2026-01-17,AGE008,handoff,High,13995
EV0158,2026-01-18,AGE031,experiment,High,1255
EV0159,2026-01-19,AGE018,exception,Low,35575
EV0160,2026-01-20,AGE018,stakeholder_request,High,31019
EV0161,2026-01-21,AGE014,handoff,Medium,44556
EV0162,2026-01-22,AGE032,launch,High,22108
EV0163,2026-01-23,AGE035,experiment,Medium,3321
EV0164,2026-01-24,AGE019,launch,Medium,32677
EV0165,2026-01-25,AGE004,exception,High,15932
EV0166,2026-01-26,AGE026,launch,Medium,31261
EV0167,2026-01-27,AGE020,launch,Low,20836
EV0168,2026-01-28,AGE004,stakeholder_request,Medium,15971
EV0169,2026-01-29,AGE007,qa_check,High,1802
EV0170,2026-01-30,AGE030,qa_check,High,33907
EV0171,2026-01-31,AGE030,stakeholder_request,High,47560
EV0172,2026-02-01,AGE023,launch,Medium,49288
EV0173,2026-02-02,AGE034,qa_check,High,2672
EV0174,2026-02-03,AGE027,handoff,High,20805
EV0175,2026-02-04,AGE009,stakeholder_request,Medium,48615
EV0176,2026-02-05,AGE018,experiment,Medium,33690
EV0177,2026-02-06,AGE033,exception,Medium,587
EV0178,2026-02-07,AGE031,stakeholder_request,Low,23001
EV0179,2026-02-08,AGE032,qa_check,High,49526
EV0180,2026-02-09,AGE027,qa_check,Medium,15133
EV0181,2026-02-10,AGE026,qa_check,Low,13855
EV0182,2026-02-11,AGE005,qa_check,Low,12041
EV0183,2026-02-12,AGE013,stakeholder_request,Low,36438
EV0184,2026-02-13,AGE001,handoff,Medium,33186
EV0185,2026-02-14,AGE031,launch,Low,48762
EV0186,2026-02-15,AGE005,qa_check,Medium,6196
EV0187,2026-02-16,AGE021,handoff,High,10834
EV0188,2026-02-17,AGE015,handoff,Medium,21249
EV0189,2026-02-18,AGE020,stakeholder_request,Low,51295
EV0190,2026-02-19,AGE020,experiment,Medium,22175
EV0191,2026-02-20,AGE018,launch,Medium,44258
EV0192,2026-02-21,AGE002,launch,High,15773
EV0193,2026-02-22,AGE019,stakeholder_request,High,13359
EV0194,2026-02-23,AGE010,qa_check,Medium,26849
EV0195,2026-02-24,AGE001,handoff,Medium,24029
EV0196,2026-02-25,AGE007,experiment,Low,4977
EV0197,2026-02-26,AGE031,launch,Low,27491
EV0198,2026-02-27,AGE002,launch,Medium,43468
EV0199,2026-02-28,AGE029,handoff,Low,16963
EV0200,2026-03-01,AGE029,qa_check,Medium,35069
EV0201,2026-03-02,AGE025,experiment,Low,32588
EV0202,2026-03-03,AGE013,handoff,Low,51875
EV0203,2026-03-04,AGE002,qa_check,Low,15087
EV0204,2026-03-05,AGE021,launch,Low,7462
EV0205,2026-03-06,AGE006,launch,Medium,23118
EV0206,2026-03-07,AGE008,launch,Medium,43235
EV0207,2026-03-08,AGE011,exception,Medium,41866
EV0208,2026-03-09,AGE020,exception,Low,42497
EV0209,2026-03-10,AGE008,launch,Medium,842
EV0210,2026-03-11,AGE034,experiment,High,23242
EV0211,2026-03-12,AGE009,stakeholder_request,Medium,912
EV0212,2026-03-13,AGE002,exception,Low,19156
EV0213,2026-03-14,AGE010,launch,High,29532
EV0214,2026-03-15,AGE001,launch,Low,15347
EV0215,2026-03-16,AGE021,qa_check,Medium,39712
EV0216,2026-03-17,AGE016,qa_check,Medium,41786
EV0217,2026-03-18,AGE009,launch,Medium,32191
EV0218,2026-03-19,AGE035,qa_check,Low,12472
EV0219,2026-03-20,AGE029,launch,Medium,37839
EV0220,2026-03-21,AGE036,experiment,High,31314
EV0221,2026-03-22,AGE007,launch,High,51769
EV0222,2026-03-23,AGE035,experiment,High,31730
EV0223,2026-03-24,AGE036,qa_check,High,22176
EV0224,2026-03-25,AGE022,handoff,Low,37468
EV0225,2026-03-26,AGE006,launch,Low,48385
EV0226,2026-03-27,AGE032,qa_check,High,14643
EV0227,2026-03-28,AGE024,launch,Medium,15631
EV0228,2026-03-29,AGE028,stakeholder_request,High,35995
EV0229,2026-03-30,AGE002,launch,Low,5544
EV0230,2026-03-31,AGE034,exception,Low,36363
EV0231,2026-04-01,AGE021,handoff,Medium,40361
EV0232,2026-04-02,AGE007,experiment,Medium,34880
EV0233,2026-04-03,AGE016,exception,Medium,36355
EV0234,2026-04-04,AGE022,stakeholder_request,Medium,51388
EV0235,2026-04-05,AGE019,handoff,Medium,17983
EV0236,2026-04-06,AGE026,launch,High,26065
EV0237,2026-04-07,AGE010,qa_check,Medium,26252
EV0238,2026-04-08,AGE012,handoff,Medium,51281
EV0239,2026-04-09,AGE005,qa_check,High,30301
EV0240,2026-04-10,AGE006,launch,High,40165
EV0241,2026-04-11,AGE030,handoff,Medium,48210
EV0242,2026-04-12,AGE016,exception,High,16392
EV0243,2026-04-13,AGE025,exception,Medium,13518
EV0244,2026-04-14,AGE003,qa_check,Low,46692
EV0245,2026-04-15,AGE016,handoff,High,5467
EV0246,2026-04-16,AGE033,launch,High,22073
EV0247,2026-04-17,AGE002,exception,Medium,18960
EV0248,2026-04-18,AGE020,exception,High,8769
EV0249,2026-04-19,AGE011,qa_check,High,46740
EV0250,2026-04-20,AGE007,launch,Low,35899
EV0251,2026-04-21,AGE009,handoff,Low,10289
EV0252,2026-04-22,AGE003,qa_check,High,40851
EV0253,2026-04-23,AGE012,handoff,Medium,2944
EV0254,2026-04-24,AGE035,qa_check,Medium,23884
EV0255,2026-04-25,AGE018,handoff,Medium,21230
EV0256,2026-04-26,AGE011,qa_check,High,51444
EV0257,2026-04-27,AGE035,qa_check,High,8414
EV0258,2026-04-28,AGE004,exception,Low,5204
EV0259,2026-04-29,AGE034,experiment,Medium,4279
EV0260,2026-04-30,AGE032,handoff,High,3821
EV0261,2026-05-01,AGE035,stakeholder_request,Low,40617
EV0262,2026-05-02,AGE010,qa_check,High,3911
EV0263,2026-05-03,AGE013,launch,Medium,39934
EV0264,2026-05-04,AGE011,handoff,Medium,22245
EV0265,2026-05-05,AGE007,exception,Medium,26380
EV0266,2026-05-06,AGE032,experiment,High,658
EV0267,2026-05-07,AGE008,launch,Low,30901
EV0268,2026-05-08,AGE023,launch,Low,34685
EV0269,2026-05-09,AGE019,stakeholder_request,Medium,51100
EV0270,2026-05-10,AGE034,exception,Medium,38909
EV0271,2026-05-11,AGE007,qa_check,Low,14324
EV0272,2026-05-12,AGE016,qa_check,High,33534
EV0273,2026-05-13,AGE019,qa_check,Medium,1468
EV0274,2026-05-14,AGE025,handoff,Medium,22167
EV0275,2026-05-15,AGE009,handoff,High,10497
EV0276,2026-05-16,AGE016,experiment,High,27330
EV0277,2026-05-17,AGE015,exception,Medium,32186
EV0278,2026-05-18,AGE023,stakeholder_request,Medium,26185
EV0279,2026-05-19,AGE009,launch,Medium,26083
EV0280,2026-05-20,AGE017,handoff,Medium,43975
EV0281,2026-01-01,AGE026,qa_check,High,2685
EV0282,2026-01-02,AGE005,launch,Low,44691
EV0283,2026-01-03,AGE033,launch,Low,5838
EV0284,2026-01-04,AGE010,handoff,High,30951
EV0285,2026-01-05,AGE008,exception,High,46848
EV0286,2026-01-06,AGE015,exception,Medium,44102
EV0287,2026-01-07,AGE018,handoff,High,41822
EV0288,2026-01-08,AGE007,stakeholder_request,Low,13040
EV0289,2026-01-09,AGE026,stakeholder_request,High,9720
EV0290,2026-01-10,AGE009,stakeholder_request,Medium,18246
EV0291,2026-01-11,AGE027,qa_check,Medium,16126
EV0292,2026-01-12,AGE005,experiment,Medium,44044
EV0293,2026-01-13,AGE029,qa_check,Medium,17238
EV0294,2026-01-14,AGE031,stakeholder_request,High,43078
EV0295,2026-01-15,AGE022,experiment,Medium,16083
EV0296,2026-01-16,AGE011,experiment,Medium,4003
EV0297,2026-01-17,AGE025,qa_check,Medium,15941
EV0298,2026-01-18,AGE021,exception,Medium,22401
EV0299,2026-01-19,AGE003,stakeholder_request,High,28493
EV0300,2026-01-20,AGE036,launch,High,14412
EV0301,2026-01-21,AGE004,exception,High,33690
EV0302,2026-01-22,AGE033,stakeholder_request,High,51584
EV0303,2026-01-23,AGE036,experiment,Low,45837
EV0304,2026-01-24,AGE017,qa_check,Low,29443
EV0305,2026-01-25,AGE001,handoff,Low,28393
EV0306,2026-01-26,AGE003,stakeholder_request,Low,8781
EV0307,2026-01-27,AGE031,experiment,High,17999
EV0308,2026-01-28,AGE026,stakeholder_request,Medium,45161
EV0309,2026-01-29,AGE015,experiment,Low,45716
EV0310,2026-01-30,AGE001,launch,High,21647
EV0311,2026-01-31,AGE024,stakeholder_request,Low,9984
EV0312,2026-02-01,AGE011,handoff,High,51245
EV0313,2026-02-02,AGE008,stakeholder_request,Low,16305
EV0314,2026-02-03,AGE006,launch,Low,7064
EV0315,2026-02-04,AGE027,qa_check,Medium,50636
EV0316,2026-02-05,AGE006,qa_check,Medium,34203
EV0317,2026-02-06,AGE003,experiment,Low,16507
EV0318,2026-02-07,AGE005,stakeholder_request,Low,34850
EV0319,2026-02-08,AGE017,stakeholder_request,High,32856
EV0320,2026-02-09,AGE014,exception,High,32097
EV0321,2026-02-10,AGE004,handoff,Medium,14083
EV0322,2026-02-11,AGE026,experiment,High,21985
EV0323,2026-02-12,AGE005,exception,High,25823
EV0324,2026-02-13,AGE004,qa_check,High,34755
EV0325,2026-02-14,AGE028,stakeholder_request,Low,25935
EV0326,2026-02-15,AGE020,stakeholder_request,Low,44827
EV0327,2026-02-16,AGE030,experiment,Medium,20712
EV0328,2026-02-17,AGE009,experiment,Medium,38494
EV0329,2026-02-18,AGE024,experiment,Low,18314
EV0330,2026-02-19,AGE001,experiment,Medium,33332
EV0331,2026-02-20,AGE005,experiment,High,36911
EV0332,2026-02-21,AGE012,experiment,Low,49337
EV0333,2026-02-22,AGE011,handoff,Medium,13050
EV0334,2026-02-23,AGE003,launch,Medium,31770
EV0335,2026-02-24,AGE035,exception,Low,22242
EV0336,2026-02-25,AGE013,stakeholder_request,High,34733
EV0337,2026-02-26,AGE001,qa_check,Low,39263
EV0338,2026-02-27,AGE034,exception,Low,47448
EV0339,2026-02-28,AGE018,stakeholder_request,Low,10679
EV0340,2026-03-01,AGE019,handoff,Low,29774
EV0341,2026-03-02,AGE024,qa_check,Medium,33585
EV0342,2026-03-03,AGE036,launch,Low,2425
EV0343,2026-03-04,AGE028,exception,Medium,22566
EV0344,2026-03-05,AGE006,qa_check,Medium,37417
EV0345,2026-03-06,AGE020,launch,Medium,49377
EV0346,2026-03-07,AGE023,stakeholder_request,Low,45732
EV0347,2026-03-08,AGE026,launch,Low,16337
EV0348,2026-03-09,AGE013,launch,Low,31698
EV0349,2026-03-10,AGE005,stakeholder_request,Medium,2449
EV0350,2026-03-11,AGE036,launch,Low,41591
EV0351,2026-03-12,AGE031,handoff,Low,46233
EV0352,2026-03-13,AGE036,stakeholder_request,Medium,12454
EV0353,2026-03-14,AGE033,qa_check,Medium,34780
EV0354,2026-03-15,AGE029,launch,Low,36135
EV0355,2026-03-16,AGE002,exception,Low,8024
EV0356,2026-03-17,AGE016,exception,High,8543
EV0357,2026-03-18,AGE005,handoff,Medium,2733
EV0358,2026-03-19,AGE008,stakeholder_request,High,3124
EV0359,2026-03-20,AGE017,stakeholder_request,High,2722
EV0360,2026-03-21,AGE010,exception,Medium,29557
EV0361,2026-03-22,AGE029,stakeholder_request,Medium,46778
EV0362,2026-03-23,AGE022,exception,High,1666
EV0363,2026-03-24,AGE011,qa_check,Low,30808
EV0364,2026-03-25,AGE011,experiment,High,17549
EV0365,2026-03-26,AGE010,launch,Low,28207
EV0366,2026-03-27,AGE012,handoff,High,24933
EV0367,2026-03-28,AGE023,handoff,Medium,46942
EV0368,2026-03-29,AGE008,stakeholder_request,High,4743
EV0369,2026-03-30,AGE009,experiment,Low,47355
EV0370,2026-03-31,AGE022,experiment,High,3385
EV0371,2026-04-01,AGE006,launch,Medium,14688
EV0372,2026-04-02,AGE018,experiment,High,13759
EV0373,2026-04-03,AGE016,experiment,Low,34820
EV0374,2026-04-04,AGE013,experiment,Medium,13983
EV0375,2026-04-05,AGE002,experiment,High,12731
EV0376,2026-04-06,AGE004,launch,Low,9332
EV0377,2026-04-07,AGE016,handoff,Low,12177
EV0378,2026-04-08,AGE032,handoff,Low,25910
EV0379,2026-04-09,AGE031,stakeholder_request,High,32093
EV0380,2026-04-10,AGE017,stakeholder_request,Low,4525
EV0381,2026-04-11,AGE023,qa_check,Low,43702
EV0382,2026-04-12,AGE030,exception,High,6792
EV0383,2026-04-13,AGE005,stakeholder_request,Low,30856
EV0384,2026-04-14,AGE005,exception,High,12452
EV0385,2026-04-15,AGE028,launch,Medium,33587
EV0386,2026-04-16,AGE033,qa_check,Low,28912
EV0387,2026-04-17,AGE016,handoff,High,40379
EV0388,2026-04-18,AGE024,launch,Low,49498
EV0389,2026-04-19,AGE004,exception,Low,38162
EV0390,2026-04-20,AGE026,experiment,Low,14934
EV0391,2026-04-21,AGE036,qa_check,High,14016
EV0392,2026-04-22,AGE016,handoff,Low,35534
EV0393,2026-04-23,AGE031,handoff,Medium,11609
EV0394,2026-04-24,AGE023,experiment,High,50117
EV0395,2026-04-25,AGE023,stakeholder_request,High,36336
EV0396,2026-04-26,AGE017,exception,Low,3137
EV0397,2026-04-27,AGE011,qa_check,Medium,15188
EV0398,2026-04-28,AGE017,handoff,Low,25037
EV0399,2026-04-29,AGE016,launch,Low,17339
EV0400,2026-04-30,AGE005,qa_check,Medium,49313
EV0401,2026-05-01,AGE017,experiment,Medium,14447
EV0402,2026-05-02,AGE017,experiment,Low,50805
EV0403,2026-05-03,AGE029,qa_check,Low,4679
EV0404,2026-05-04,AGE006,stakeholder_request,Low,29707
EV0405,2026-05-05,AGE033,exception,High,36949
EV0406,2026-05-06,AGE034,experiment,High,50285
EV0407,2026-05-07,AGE036,handoff,High,32380
EV0408,2026-05-08,AGE011,exception,Medium,25330
EV0409,2026-05-09,AGE022,stakeholder_request,High,20984
EV0410,2026-05-10,AGE010,handoff,High,18813
EV0411,2026-05-11,AGE004,handoff,Low,21056
EV0412,2026-05-12,AGE004,handoff,Medium,36773
EV0413,2026-05-13,AGE027,handoff,Medium,24793
EV0414,2026-05-14,AGE018,experiment,High,27415
EV0415,2026-05-15,AGE030,qa_check,High,38627
EV0416,2026-05-16,AGE032,qa_check,High,38930
EV0417,2026-05-17,AGE018,stakeholder_request,Medium,23782
EV0418,2026-05-18,AGE013,exception,Low,20030
EV0419,2026-05-19,AGE012,launch,Medium,46043
EV0420,2026-05-20,AGE016,exception,Medium,35710
EV0421,2026-01-01,AGE032,exception,Medium,16747
EV0422,2026-01-02,AGE032,experiment,High,22720
EV0423,2026-01-03,AGE034,qa_check,Medium,3497
EV0424,2026-01-04,AGE032,experiment,Low,11762
EV0425,2026-01-05,AGE020,exception,Medium,29086
EV0426,2026-01-06,AGE017,exception,Low,43900
EV0427,2026-01-07,AGE001,stakeholder_request,High,28147
EV0428,2026-01-08,AGE016,launch,Low,38693
EV0429,2026-01-09,AGE021,launch,Medium,13020
EV0430,2026-01-10,AGE014,handoff,Low,26047
EV0431,2026-01-11,AGE032,exception,Medium,36835
EV0432,2026-01-12,AGE009,qa_check,Medium,20783
EV0433,2026-01-13,AGE013,stakeholder_request,Medium,5315
EV0434,2026-01-14,AGE030,launch,Low,3424
EV0435,2026-01-15,AGE015,exception,Low,6803
EV0436,2026-01-16,AGE007,launch,High,7206
EV0437,2026-01-17,AGE012,experiment,Low,27498
EV0438,2026-01-18,AGE024,qa_check,Low,2297
EV0439,2026-01-19,AGE001,launch,High,30417
EV0440,2026-01-20,AGE028,experiment,Medium,40750
EV0441,2026-01-21,AGE028,exception,High,37574
EV0442,2026-01-22,AGE005,handoff,High,44155
EV0443,2026-01-23,AGE015,launch,High,9378
EV0444,2026-01-24,AGE030,qa_check,Medium,6534
EV0445,2026-01-25,AGE027,qa_check,Low,36248
EV0446,2026-01-26,AGE031,handoff,Low,45928
EV0447,2026-01-27,AGE014,stakeholder_request,Low,18449
EV0448,2026-01-28,AGE013,qa_check,High,47227
EV0449,2026-01-29,AGE028,qa_check,Low,18643
EV0450,2026-01-30,AGE018,qa_check,High,29203
EV0451,2026-01-31,AGE025,handoff,High,51167
EV0452,2026-02-01,AGE013,handoff,Low,51268
EV0453,2026-02-02,AGE027,handoff,Low,29017
EV0454,2026-02-03,AGE022,handoff,Low,20449
EV0455,2026-02-04,AGE026,experiment,High,23066
EV0456,2026-02-05,AGE026,qa_check,Low,16584
EV0457,2026-02-06,AGE022,qa_check,Medium,9484
EV0458,2026-02-07,AGE017,handoff,Low,2731
EV0459,2026-02-08,AGE019,handoff,Medium,32394
EV0460,2026-02-09,AGE030,stakeholder_request,Low,2306
EV0461,2026-02-10,AGE013,exception,Low,9231
EV0462,2026-02-11,AGE033,stakeholder_request,Low,21928
EV0463,2026-02-12,AGE016,exception,Low,2832
EV0464,2026-02-13,AGE022,exception,High,28992
EV0465,2026-02-14,AGE025,exception,Low,33238
EV0466,2026-02-15,AGE003,handoff,Low,35456
EV0467,2026-02-16,AGE036,qa_check,Medium,47214
EV0468,2026-02-17,AGE006,experiment,Medium,30346
EV0469,2026-02-18,AGE033,launch,Low,45496
EV0470,2026-02-19,AGE011,experiment,Low,18484
EV0471,2026-02-20,AGE024,qa_check,High,7244
EV0472,2026-02-21,AGE025,launch,Medium,10932
EV0473,2026-02-22,AGE024,stakeholder_request,Medium,23725
EV0474,2026-02-23,AGE031,exception,Low,18653
EV0475,2026-02-24,AGE029,handoff,High,23213
EV0476,2026-02-25,AGE010,experiment,Low,49396
EV0477,2026-02-26,AGE031,stakeholder_request,High,14097
EV0478,2026-02-27,AGE028,stakeholder_request,Medium,4793
EV0479,2026-02-28,AGE011,qa_check,Low,22223
EV0480,2026-03-01,AGE023,exception,Medium,44184
EV0481,2026-03-02,AGE012,stakeholder_request,Medium,31447
EV0482,2026-03-03,AGE025,qa_check,High,24648
EV0483,2026-03-04,AGE016,launch,Low,30403
EV0484,2026-03-05,AGE001,qa_check,Medium,25763
EV0485,2026-03-06,AGE031,launch,High,10999
EV0486,2026-03-07,AGE024,qa_check,Low,2085
EV0487,2026-03-08,AGE030,stakeholder_request,High,21626
EV0488,2026-03-09,AGE036,launch,High,5337
EV0489,2026-03-10,AGE028,exception,Medium,17582
EV0490,2026-03-11,AGE035,experiment,Low,49323
EV0491,2026-03-12,AGE002,launch,Medium,23729
EV0492,2026-03-13,AGE009,stakeholder_request,High,29565
EV0493,2026-03-14,AGE031,qa_check,Medium,42848
EV0494,2026-03-15,AGE033,qa_check,Medium,6645
EV0495,2026-03-16,AGE020,experiment,Low,18734
EV0496,2026-03-17,AGE012,qa_check,High,29282
EV0497,2026-03-18,AGE007,handoff,Low,8492
EV0498,2026-03-19,AGE021,stakeholder_request,High,12117
EV0499,2026-03-20,AGE017,stakeholder_request,Low,49064
EV0500,2026-03-21,AGE024,experiment,Medium,28718
EV0501,2026-03-22,AGE032,launch,Medium,26969
EV0502,2026-03-23,AGE028,exception,High,41311
EV0503,2026-03-24,AGE014,stakeholder_request,High,14762
EV0504,2026-03-25,AGE005,qa_check,High,45716
EV0505,2026-03-26,AGE001,launch,Low,44215
EV0506,2026-03-27,AGE028,handoff,Low,13519
